userName,score,at,content,sentimen
Rani Herlina,3,2024-01-03 12:02:24,Akun mantap,POSITIVE
dapur kontrak,5,2024-01-03 12:02:08,ok banget,NEGATIVE
Aqif azril Azril,5,2024-01-03 12:01:25,ok,NEGATIVE
Entong Ahmad,1,2024-01-03 12:00:41,Aplikasi maling jangan download aplikasi ini bro,NEGATIVE
Phino kio,5,2024-01-03 11:59:37,sangat membantu,POSITIVE
Mia Nurmiati,1,2024-01-03 11:59:37,Saya mau login ulang ko harus verifikasi ke hp yang sebelumnya di pakai? Sedangkan hpnya udah ga ada. Gimana ini solusinya?,NEUTRAL
Arek Edan,5,2024-01-03 11:59:27,Good,POSITIVE
Ahmadi Sinaga,5,2024-01-03 11:58:34,oke,POSITIVE
Bintang Juara,5,2024-01-03 11:58:18,Bagus,POSITIVE
Luthfiyah Nurul,1,2024-01-03 11:58:09,"pelayanan makin buruk, sering error, sering lag, buka apk nya lelet bgt, padahal jaringan ga ad masalah",NEGATIVE
Saidi putra Astrdam,5,2024-01-03 11:57:14,mantap,POSITIVE
Ridwan Bae,5,2024-01-03 11:55:22,Blm ngeri tapi ingin ngerti smakin joss,NEGATIVE
Reka Iqbal,5,2024-01-03 11:54:38,dana emang best the best,POSITIVE
Rusman Mansur,3,2024-01-03 11:53:38,"Untuk transaksi yg lain cepat lancar, tapi pembelian token listrik banyak gangguan nya , smoga di perbaiki lagi sistem nya",NEUTRAL
Alief Aishiteru,5,2024-01-03 11:52:36,sangat puas lebih aman,POSITIVE
LUKMAN PARIS,5,2024-01-03 11:52:27,terbaik,POSITIVE
Nedia Din,5,2024-01-03 11:51:31,𝐀𝐩𝐥𝐢𝐤𝐚𝐬𝐢 𝐬𝐚𝐧𝐠𝐚𝐭 𝐦𝐞𝐦𝐛𝐚𝐧𝐭𝐮,POSITIVE
Qomariyah,1,2024-01-03 11:51:05,Lama banget gangguannya padahal sinyal dan yg lainnya aman di apk nya susah padahal kadang butuh cepat malah gk bisa gk ada diperbaiki gimana dimohonkan agar segera diperbaiki klo gk maaf saya akan uninstall,NEGATIVE
Shabry 07,5,2024-01-03 11:49:41,baguss,POSITIVE
Rendy 002re,1,2024-01-03 11:48:33,"Apk ini makin bermasalah setelah update saya baru TF ke rekening melalui dana ,di dana transfer berhasil namun uang tdk masuk ke rekening, tolong penjelasannya admin🙏🙏 dimohonkan segera.",NEUTRAL
HANZ REAL12 STORE,5,2024-01-03 11:48:32,ko g bisa di update,NEUTRAL
SARAH HANIPAH,4,2024-01-03 11:48:09,"Bagusss sekali apk inii, sangatt membantu saya",POSITIVE
Nuv'a Claudia Cassanova,1,2024-01-03 11:47:06,jaringan stabil dikata bermasalah mulu elah,NEGATIVE
Shafaluna Aulia,2,2024-01-03 11:47:02,"Mulai deh ga jelasnya. Dana udah premium, malah disuruh upgrade mulu. Mau tarik tunai jadi ga bisa.",NEGATIVE
purwanto ff,5,2024-01-03 11:46:09,sangat bermanfaat,POSITIVE
Mamik ayu,5,2024-01-03 11:45:36,Sangat bagus,POSITIVE
rian Draca,1,2024-01-03 11:44:31,Masa A+ rewards gk bisa di claim lagi dan promo dm ml gk bisa di beli trus gunanya apa di situ buat pajangan?,NEGATIVE
Akun Baru,5,2024-01-03 11:44:01,Sangat memuaskan,POSITIVE
Hari Renaldo,5,2024-01-03 11:42:24,sangat membantu sangat recommended,POSITIVE
Aminsyaidil_21,1,2024-01-03 11:40:18,"aplikasi rusakkkk, udah masukin pin malah minta otp SMS ke nomor ga aktif, rusaakkk gimana mau masukk, itu duit didalam gimanaaa??? rusaaakkkkkkkkk",NEGATIVE
Ali Khasan,5,2024-01-03 11:39:23,mau apa aja mudah skrg,NEUTRAL
Dedek Ariyansyah,5,2024-01-03 11:37:30,bagussss,POSITIVE
Hari Nofiawan,5,2024-01-03 11:37:04,puas pakai dana,POSITIVE
Basyar Risandy,1,2024-01-03 11:35:01,setiap transaksi ada. potongan 500 sampai 1000 rupiah ini uang potongan apa tolong di kasi rincian di aplikadi nya,NEUTRAL
Aruna Arun,5,2024-01-03 11:33:29,sangat membantu,POSITIVE
Hasanuddin Muhammad,4,2024-01-03 11:32:26,"sy fikir susah, setelah coba ternyata mudah bertransaksi",NEGATIVE
Tri Darmayanti,2,2024-01-03 11:31:55,"Ini kenapa Uda di update TPI KTA nya GK bisa di pakai dana nya,Uda bolak blik uptade kyak gitu trus knpa ini",NEGATIVE
Rizal Dwi,1,2024-01-03 11:31:51,Tolong bagaimana komplain uang TDK masuk di dana,NEGATIVE
Temazatulo Halawa,3,2024-01-03 11:31:26,aku suka tapi aku masih ragu ragu semoga bermanfaat,POSITIVE
XynnRaa 07,5,2024-01-03 11:31:12,🫰🏼,NEUTRAL
Ade Sanchez,3,2024-01-03 11:30:12,oke,POSITIVE
Izha Patty Said,5,2024-01-03 11:29:00,mantap,POSITIVE
Adhy 3Dienisyana,1,2024-01-03 11:28:43,"Mw kirim uang, tarik tunai semua ngga bisa, harus upgrade ke premium, tapi upgrade selalu ngga bisa2, chat sudah, hubungi customer service ngga bisa2 sampai habis pulsa..gmna ini developer dana.. Saldo ngga bisa dipakai",NEUTRAL
Alifa Zahra,5,2024-01-03 11:27:58,mantap,POSITIVE
Adi Yana,1,2024-01-03 11:27:42,Saya sudah mengirim email dari tanggal 31 Desember 2023 .... Katnya 2sampai3 hari kerja nomer dana dan semua saldo akan normal.... Tapi sampai sekarang belum ada balesan kabar di email..... Mana woiiiiiii 2 juta berarti buat gw taik,NEGATIVE
Andri Supriadi,5,2024-01-03 11:27:42,pengiriman cepat dan tepat waktu,POSITIVE
Suhartono Suhartono,5,2024-01-03 11:25:05,mantap 👍,POSITIVE
Encep Basri,5,2024-01-03 11:24:18,puas bgt..👍🏻👍🏻👍🏻,POSITIVE
Farid Sidik,1,2024-01-03 11:23:59,bagus,POSITIVE
Darmi darmi82,4,2024-01-03 11:20:52,Speed kan,NEGATIVE
Hafiz Mulya andika,1,2024-01-03 11:20:20,"KECEWA BANGET DULU SERING MELAKUKAN TRANSAKSI DISINI AMAN DAN LANCAR,SEKARANG MALAH GA BISA DI UPDATE DAN TRANSAKSI NYA GA MASUK,PADAHAL NOMORNYA SAMA, JANGAN DOWNLOAD APLIKASI INI DEH,DULU EMANG GW REKOMENDASI KAN,TAPI SEKARANG NGGAK SAMPAH NI APLIKASI GA BISA DI UPDATE UANG TRANSFER NYA HILANG PADAHAL MAU DITABUNGIN DI APK INI!!!!",NEUTRAL
TAUPIK Gibran,5,2024-01-03 11:20:15,sangat memuaskan,POSITIVE
Roji Roji,5,2024-01-03 11:20:09,mntap,POSITIVE
Kangiita Puul,1,2024-01-03 11:19:52,Nggak bisa update,NEGATIVE
Keysyah Key,5,2024-01-03 11:19:04,Bagus,POSITIVE
Agnes Ricca,5,2024-01-03 11:15:40,Yayay,POSITIVE
Dian Sah,5,2024-01-03 11:14:54,💓💓💓💓,NEUTRAL
Agussbule Aguss bule,3,2024-01-03 11:13:58,Baik,POSITIVE
SRC IMRON WANAJAYA,5,2024-01-03 11:12:52,good job👍,NEGATIVE
Arya Stereo,1,2024-01-03 11:12:35,Halo developer!!! saya mohon bantuannya saya sudah mencoba menghapus status premium tapi belum ada jawaban yang pasti mohon bantuannya karena sudah 1 Minggu belum ada jawaban terimakasih,NEGATIVE
Sandronius Brian,5,2024-01-03 11:10:44,Keren,POSITIVE
NiaNiu,1,2024-01-03 11:10:05,Makin gak jelas bisa bisa nya isi pulsa status nya berhasil tapi pulsa nya gak masuk padahal nomor nya udah bener,NEGATIVE
Rama Iman,2,2024-01-03 11:09:26,Kenapa di aplikasi dana saya gak bisa buka fitur riwayat transaksi...setelah sebelumya saldo saya di ambil orang,NEUTRAL
Aldi Musdianto,1,2024-01-03 11:08:52,"Gk jelas aplikasih nya nda mau peremium padahal udah isi berkas, tapi malah di suruh nunggu tapi sampai sekarang masih nda bisa peremium",NEGATIVE
Rohman Ja,5,2024-01-03 11:07:11,mantap pelayanan nya dan murah,POSITIVE
Yusuf Butor,5,2024-01-03 11:05:54,puas,POSITIVE
Gemin Rham Dln17 (dln17),4,2024-01-03 11:04:26,bagus,POSITIVE
Bilal Arifin,5,2024-01-03 11:02:48,sangat membantu,POSITIVE
Romlah Haikal,5,2024-01-03 11:01:57,Bagus,POSITIVE
Wilinda Wilinda,5,2024-01-03 11:01:42,mantap,POSITIVE
Yunita Ita,5,2024-01-03 11:01:36,saran saya buat kata sandi sebelum memasuki aplikasi dana.,NEUTRAL
salam salam,5,2024-01-03 10:59:47,sangat baik 👍,POSITIVE
Wilis Sasak,4,2024-01-03 10:58:27,ok,NEGATIVE
Syahruddin,4,2024-01-03 10:57:43,Ok,POSITIVE
widiana sari,1,2024-01-03 10:56:54,"Duit gw ilang sampe 9jt , masa gaada tindak lanjut dan tanggung jawab apa apa dari dana, gua sumpahin rezeki gua lancar",NEGATIVE
Dela Puspita,1,2024-01-03 10:55:19,"Ini gimna sih buruk bangt, pas di update knp di suruh log-in lagi? Terus gak bisa masuk-masuk katanya jaringan bermasalah, padahal jaringan lancar-lancar aja, di apk lain jg lancar cuman di dana aja. Pas pake wifi jg gak bisa? Ini dana knp sih!!!?",NEGATIVE
Winata Setiawan,2,2024-01-03 10:54:13,Saya suka,POSITIVE
Budi Prastiyo,1,2024-01-03 10:53:07,"Udah 3 hari gangguan terus, ga bisa login",NEGATIVE
Tria Nurpadilah,1,2024-01-03 10:52:29,Ini gimna sih di upgrade nya udah bbrapa kali tolong dongg sumphhh,NEGATIVE
Sopiana,5,2024-01-03 10:52:16,saya sangat puas dengan aplikasi dana,POSITIVE
Andara Dara,5,2024-01-03 10:50:08,sangat bgus,NEGATIVE
Mila Yolen,5,2024-01-03 10:48:47,sangat membantu,POSITIVE
Dery Ganaspaty,5,2024-01-03 10:48:45,yaylll,POSITIVE
Oppo A17k,5,2024-01-03 10:46:43,"mantap , layanan cepat dan mudah",POSITIVE
Tatang Asary,1,2024-01-03 10:46:33,Bagai mana dengan saldo saya dr tgl 20 juni 2023 sampe sekarang blm ada kejelasan tidak bertanggung jawab sekali mengerikan,NEGATIVE
Tiffany Faustine,1,2024-01-03 10:45:20,Jangan simpan duit disini bisa hilang,NEGATIVE
Isan Hubidoy,5,2024-01-03 10:44:39,sangat membantu,POSITIVE
Tuturu Srempet,5,2024-01-03 10:42:40,bagus banget,POSITIVE
Oki Rizky,3,2024-01-03 10:42:10,Gimana ini saldo di aplikasi masih banyak tpi gabisa ditarik dananya disuruh upgrade ke premium tp gagal terus mohon bantuannya tim aplikator,NEGATIVE
Irman Abdulah,5,2024-01-03 10:41:29,sangat membantu,POSITIVE
kayes,5,2024-01-03 10:41:07,bagus sekali,POSITIVE
Nelson Manurung,5,2024-01-03 10:40:34,Bertransaksi semakin mudah dengan DANA,POSITIVE
nia fitrianisa,1,2024-01-03 10:39:04,Apk tidak amanah uang saya hilang semua kgk ada tanggung jawab nya,NEGATIVE
Wawan Wawan,5,2024-01-03 10:38:12,mantap,POSITIVE
AFDHAL Tv,1,2024-01-03 10:36:14,Babi. Uang ku di kuras oleh dana .jangan pakai aplikasi dana lagi .,NEUTRAL
Muhamad Chaidir,4,2024-01-03 10:35:23,sangat membantu,POSITIVE
ikranibrahim,1,2024-01-03 10:34:49,Udah lma pake aplikasi dana tapi kali ini rasa kecewa karna saldo hilang dengan tiba2 300 ribu.. Mungkin aplikasi ini harus di hapus dan juga pelayanan nya kurang baik bagi sya.. Saldo tdk balik. Untuk aplikasi dana sya kurang bagus lagi gunakan. Jadi buwat teman2 yg pake aplikasi dana klo masih ada aplikasi yg terpercaya mening pake aplikasi lain aja.. Krna sampe sekarang dana sya tdk ada balik2. Jagan jadi korban selanjut nya cukup sya sja teman terimakasi ini hanya sekedar peringatan.,NEGATIVE
Joko Kelling,1,2024-01-03 10:34:20,Riwayat transver masuk tp nominal saldo tidak bertambah payah,NEUTRAL
Herman Herman,5,2024-01-03 10:33:39,Sya sangat puas ada aplikasi ini semua nya bisa mudah,POSITIVE
Yamin Min,1,2024-01-03 10:29:59,Baik,POSITIVE
Dewi Rahayu,3,2024-01-03 10:28:21,sangat bermanfaat,POSITIVE
Dadi She,3,2024-01-03 10:27:49,sangat puas,POSITIVE
Sumadi Forme,5,2024-01-03 10:26:54,jos .. top markotop,NEUTRAL
Aki Jarot,5,2024-01-03 10:24:06,sangat membantu skali...,POSITIVE
Asri Endhy,5,2024-01-03 10:21:17,pokoknya manthap,NEGATIVE
Maulana Rizal,5,2024-01-03 10:21:08,makasih kuota sudah . aplikasi sangat bagus,POSITIVE
Kar Yadi,5,2024-01-03 10:20:06,memuaskan,POSITIVE
Anis Laelasari,1,2024-01-03 10:18:01,Ko gbsa kebuka trs knapa ya,NEUTRAL
Ovan Sopandi,5,2024-01-03 10:17:38,👍👍,POSITIVE
Uswatun 8,2,2024-01-03 10:16:35,Teroma ah lewat dana uang udah di tf ke dana . Eh mlh mau di tf ke rekening ndak bisa lagi . Mlh ngendap di dana,NEGATIVE
Leni Indriatni,5,2024-01-03 10:16:22,selama pakai dana buat transaksi jd mudah..mantap,POSITIVE
Padlun Anak rajin,3,2024-01-03 10:16:14,Gajelas,POSITIVE
Yuyunsri Adiningsih18,4,2024-01-03 10:15:25,Sangat dan sangat senang atas pelayanan nya,POSITIVE
aurelia channel,1,2024-01-03 10:13:34,Tidak berguna,NEGATIVE
Las Tri,5,2024-01-03 10:13:32,pertahankan kualitas dan penangan nyah .,POSITIVE
Handika Dika,4,2024-01-03 10:12:40,bagus,POSITIVE
Bunga Nurani,1,2024-01-03 10:09:42,"Ni gimana kok ga bisa di upgred ke premium, low bisa2 low ga bisa ga bisa jangan itu ini itu ini goblog jadi gua jadi ga bisa transfer kemana mana",NEGATIVE
UCHOX NASUTION,5,2024-01-03 10:07:49,semoga tidak mengecewakan,POSITIVE
Cy C,1,2024-01-03 10:07:09,pelayanannya jelek banget. pending tf dan butuh uangnya cepet tapi ga dilayanin sama sekali. sudah kirim keluhan ke DIANA tapi sama sekali gaada respon. coba komplain via tweeter juga cuma disuruh dm doang TAPI DM GA DIBALAS.,NEGATIVE
Adhi Rakhman,1,2024-01-03 10:06:23,Sudah berapa hari tidak bisa di pakai aplikasi dana..ada perbaikan...perbaikan apa makan waktu lama..kasihan dong customer nya..di suruh keluahan email ga respon..telpon juga ga bisa..apa itu..makin buruk aja pelayanan nya..baru awal tahun 2024..aplikasi apaan..bahkan saya pernah kena tipu di aplikasi oleh oknum mengaku dr petugas dana..waktu saya DM dr Instagram..sekarang malah tambah buruk pelayanan nya..,NEGATIVE
zul rohman,1,2024-01-03 10:06:21,"Saya baru saja di retas akun saya ,, uang hilang 720rbu,, untuk kelanjutan belum tau dari pihak dana y,, apakah uang bsa kembali atau tidak,, sudah melaporkan ke CS ,, tpi y gitu lah,, semoga aj cepat di selesaikan kan,,",NEUTRAL
Rafael Hari,4,2024-01-03 10:06:09,mudah dalam bertransaksi pakai dana aj,NEUTRAL
engkis astrapbg,5,2024-01-03 10:05:39,sangat bermanfaat aplikasi dana...good,POSITIVE
AULIA,2,2024-01-03 10:03:22,"Ini gmn ini aplikasinya masak saya mau update ke premium udah coba 10x gagal terus yang ke 11 bisa lanjut tapi kok harus pake dokumen tambahan harus KK,paspor nikah,SIM dll gitu gimana ini aduh kok jadi aneh ya jadi ga nyaman pake dana",NEGATIVE
Rafli Ganzz,1,2024-01-03 10:03:20,Dana yang kita isi sering hilang sendiri mohon perbaikan nya,NEGATIVE
Suhendra Haryanto,5,2024-01-03 10:01:59,lebih mudah dan banyak manfaatnya makasi dana sukses selalu ya,POSITIVE
Fian Fianumac,5,2024-01-03 09:58:52,Baik,POSITIVE
Nina Sainal,5,2024-01-03 09:57:25,"aplikasi yang bagus, top up gampang dan murah",POSITIVE
Yani Talangkah,2,2024-01-03 09:56:38,𝟚𝟜𝟞𝟠𝟙𝟘,NEUTRAL
Leonardo 123,1,2024-01-03 09:53:44,Ini gimana aplikasi makin lama makin kacau saja transaksi saya belum diterima sampai sekarang padahal dari pengirim saldonya sudah terpotong,NEGATIVE
Chandra Ajalah,1,2024-01-03 09:53:36,Kenapa untuk menjadikan dana premium saja susah... Ribet sumpah harus nunggu 3-5 hari,NEGATIVE
Jaka Dewa,5,2024-01-03 09:53:19,ok,NEGATIVE
Andi Sopyanhaji,5,2024-01-03 09:51:49,bintang 5 buat apps dana sangat membantu dan memudah kan aktifitas saya,POSITIVE
Nazah Nurzanah,1,2024-01-03 09:51:43,"aplikasi buruk, ga aman, gamau bertanggung jawab, pelayanan lama, ga aman simpen uang di dana",NEGATIVE
Bangker Aja,1,2024-01-03 09:49:51,"tiba² saldo terkuras abis tolong di tindak lanjutin , kalo sampai saldo tidak balik berarti permainan orang dalam dana yang menguras , masa otp gaada fermuk gaada pin ga ngsh tau siapa"" malah ilang saldo",NEGATIVE
Riggel Junaidi,5,2024-01-03 09:49:30,Perfect,POSITIVE
Gampang Yudhiantoro,1,2024-01-03 09:49:25,lemot ribet,NEGATIVE
Nizam Zulfa,4,2024-01-03 09:43:49,sangat berguna,POSITIVE
RRQ Fauzi,5,2024-01-03 09:41:43,"Teman saya tf lewat bank bri ke sana kok tulisan nya dalam verifikasi udah di tunggu 1x 24 jam kok belum masuk masuk ke akun dana saya atau balik lagi ke akun BRI teman saya, padahal semua nya sudah benar nomor telepon dan pengguna dana",NEGATIVE
Much Zidin,5,2024-01-03 09:41:09,menyenangkan,POSITIVE
Risba Iman,5,2024-01-03 09:41:01,sangat membantu,POSITIVE
panji muslim,1,2024-01-03 09:40:34,Beli voucher Alfamart tapi gak otomatis terpotong padahal sudah mencapai minimum transaksi dan menggunakan qris dana di Alfamart,NEUTRAL
Aam Am,5,2024-01-03 09:39:49,bagus,POSITIVE
Ramli Tamini,2,2024-01-03 09:37:39,masih bingung Makainya,NEGATIVE
Firmansyah,1,2024-01-03 09:36:27,👍,POSITIVE
Suardi Dumai,5,2024-01-03 09:34:35,"Saya pengguna baru dari aplikasi DANA dan saya sangat puas pakai aplikasi DANA, TF uang sangat cepat dan lancar terimakasih salam sukses bersama DANA 👍🙏",POSITIVE
UDIN SADBOY,5,2024-01-03 09:32:51,keren,POSITIVE
Azwa Aqila,1,2024-01-03 09:32:09,Ini gimna sih sya mau transaksi kok tiba tiba uang udah ga ada dan saya ck uang sya udah ada yg ngambil padahal saya blm melakukan transaksi apa pun.. Uang nya Lg saya butuhin buat beli susu anak saya ini malah ilang gimna sih,NEGATIVE
triwibowo bowo,5,2024-01-03 09:30:46,ok,NEGATIVE
YULI YASE,1,2024-01-03 09:28:47,ko sekarang dana error di suruh update tapi gabisa bisa gangguan terus tolong dong di benerin,NEGATIVE
Goweng Jp007,5,2024-01-03 09:28:21,joz,NEGATIVE
Bude Sudiro,5,2024-01-03 09:28:01,Saya tidak bisa buka dana,NEUTRAL
Widasih Khusnia,1,2024-01-03 09:27:47,kenapa ga bisa tf dari dana ke dana sendiri. selalu ada notif tidak ada koneksi internet. tp klo ke bank lain bisa. aneh!!,NEGATIVE
HPS Channel Hotman Purba Silangit,5,2024-01-03 09:27:19,ok,NEGATIVE
Wanah hajwanah02,5,2024-01-03 09:24:15,is the best,POSITIVE
Jerremy Felix04,1,2024-01-03 09:24:06,"Buat teman2 pengguna Dana jangan skli klian tertipu dengan SMS wa dari pihak Dana dan jangan kalian klik link yang dikirimkan pihak Dana dari wa, soalnya saldo saya korbannya saldo saya tersedot sendiri tanpa adanya aktivitas transaksi.",NEGATIVE
Aulia Sapta,4,2024-01-03 09:23:27,Sangat mendukung,POSITIVE
Afdhal Rizqullah,5,2024-01-03 09:20:08,sàngat membantu,POSITIVE
Home bakery Putri 88,5,2024-01-03 09:19:24,saya sangat puas.. memudahkan saya untuk bertransaksi..,POSITIVE
benni benni,5,2024-01-03 09:19:07,Good job,POSITIVE
Vidia Ningsih,1,2024-01-03 09:18:32,Gampang terbobol ternyata jangan percya keamanan aplikasi ini,NEGATIVE
Nur aini,4,2024-01-03 09:17:53,kadang lama loading apk ini kadang ndak ..,NEGATIVE
ridho simpang,4,2024-01-03 09:17:01,bagus,POSITIVE
Andriyanto Vivi,5,2024-01-03 09:14:28,sangat baik,POSITIVE
Lutpi,5,2024-01-03 09:14:27,Good,POSITIVE
Bangsa Jin,1,2024-01-03 09:12:11,Sering eror,NEGATIVE
Farhan M.,5,2024-01-03 09:09:30,sangat puassss,POSITIVE
Ega Andika,1,2024-01-03 09:08:57,Kurang puas dengan pelayanan...dan saldo hilang sendiri.g tanggung jawab...tau tau kesedot lazada,NEGATIVE
darwin darda dapi,5,2024-01-03 09:05:59,mantap,POSITIVE
Natal Tampubolon,4,2024-01-03 09:04:47,Suka eror sendiri,NEGATIVE
EVI LINAWATI,5,2024-01-03 09:04:35,terimakasih dana sudah mempermudah segala aktivitas pembayaran saya,POSITIVE
Candra Ca,5,2024-01-03 09:03:49,Sangat baik gaaaas,POSITIVE
Ade Agustian,5,2024-01-03 09:02:54,nice,NEGATIVE
Herman Zeko,5,2024-01-03 09:02:15,Jgn sampai mengecewakan pengguna dana untuk selamanya..biar sukses yg punya apk dana,NEGATIVE
Mitha Td15,3,2024-01-03 09:00:44,lumayan tapi kadang gangguan,NEGATIVE
Andri Awan,5,2024-01-03 09:00:25,Alhamdullilah ada dana tf lbih mudah. smoga ttp amanah terhadap nasabah dana. dan sukses buat dana,POSITIVE
Edi saputra Edi saputra,4,2024-01-03 09:00:01,oke,POSITIVE
Haloo Dong,4,2024-01-03 08:59:54,sangat membantu sekali pake dana ini,POSITIVE
muhamd rdwan,5,2024-01-03 08:58:53,"keren bngett,,saya sngatt suka apk nya bermanfaat",POSITIVE
Risma Lubis,1,2024-01-03 08:57:39,ok deh,NEGATIVE
Arti Gendeng,5,2024-01-03 08:56:46,Mantap,POSITIVE
Budi Anto,5,2024-01-03 08:55:58,Bagus banget,POSITIVE
Dandi radiano,1,2024-01-03 08:55:53,Dua kalo top up gak bner bner,NEUTRAL
Leeong Lee,5,2024-01-03 08:53:52,Ok,POSITIVE
Sofiyulloh almaroghi,1,2024-01-03 08:53:11,Dana ini sudah tidak aman lagi.. Saya baru saja kehilangan saldo sebesar 400 ribu jika team dari dana ini tidak bisa bertanggung jawab saya gak akan pakai apk dana ini lagi..,NEGATIVE
Happy Nurdinsyah,5,2024-01-03 08:52:52,mantap,POSITIVE
Bang Sean (Abdul Hasan),5,2024-01-03 08:51:09,banyak gratis pengiriman beda bank.... 🙏,NEGATIVE
Ridho Iskandar,1,2024-01-03 08:50:56,"Saldo saya tiba"" ada transaksi yg buka saya lakukan dan sampai saldo saya 0 Dari costumer dana tidak ada tindak lanjut sampai sekarang Hati"" bagi pengguna aplikasi dana yg tidak amanah",NEGATIVE
Budy Saputra,1,2024-01-03 08:50:40,"Jangan mau pakai aplikasi ini, uang kita gak aman, kalo di taro di dana dan juga mereka tidak mau tanggung jawab, dan tidak mau menolong gmana solusi nya",NEGATIVE
Filza Lusaphira,3,2024-01-03 08:49:29,Hapus akun dana,NEUTRAL
Ade Suhanda,5,2024-01-03 08:46:37,mantul,POSITIVE
TM Tasrul,5,2024-01-03 08:46:14,Mantapp,POSITIVE
Imran Wahyudi,5,2024-01-03 08:44:31,Baik,POSITIVE
Andi Permana,5,2024-01-03 08:44:13,"dana mantap..,...",POSITIVE
Sapri Kuy,1,2024-01-03 08:43:42,Aplikasi paling buruk gak bisa di andalkan,NEGATIVE
Siti Yumroh,1,2024-01-03 08:41:54,"Sering terjadi setiap ada saldo semua hilang, padahal gak pernah transaksi, aplikasi apa ini jelek sekali",NEGATIVE
an nad official,1,2024-01-03 08:40:42,Lama2 jengkel juga gak bisa di update,NEGATIVE
Muhammad dayyan,4,2024-01-03 08:39:11,👍,POSITIVE
Ari Ply,5,2024-01-03 08:38:44,metode ini sangat efektif,POSITIVE
Hari Yono,4,2024-01-03 08:37:37,cepat terkirim,POSITIVE
Sasak Patuh,5,2024-01-03 08:37:13,"sangat membantu , cuman sayang pernah gagal di saat akun bang saya tak bisa masuk Dana",POSITIVE
Evi Ismawati,5,2024-01-03 08:37:01,Sangat membantu,POSITIVE
Surya Putracarma,4,2024-01-03 08:36:26,oke,POSITIVE
kempek trusmi,5,2024-01-03 08:35:45,kios tenan,NEGATIVE
Nurhaliza Saputri,5,2024-01-03 08:33:48,bagus,POSITIVE
Ani Rosita,5,2024-01-03 08:32:16,👍👍👍👍👍👍👍👍,POSITIVE
Alkhalifi Syauqi,5,2024-01-03 08:29:47,keren banget bisa bayar robux dengan free loh,POSITIVE
TPS 016 WAGE,5,2024-01-03 08:28:34,pengen segera aktifin dana paylaternya min l,NEUTRAL
Febri _125,1,2024-01-03 08:28:07,Kenapa kok melebihi jumlah maksimum tidak bisa top up,NEGATIVE
Teguh Gusti Erlangga,5,2024-01-03 08:27:45,"gaada admin kalau top up diatas berapa ribu gitu, mudah, gaada admin perbulannya juga",NEUTRAL
VEGA MAHESA PUTRA,5,2024-01-03 08:27:11,Masalah sudah di perbaiki,NEUTRAL
Jhonbere Bere,1,2024-01-03 08:26:43,"Saya tidak merasa punya aplikasi Laen kenapa saldo saya tiba"" kepotong padahal seharusnya ada pemberitahuan dulu jujur merasa kecewa sama aplikasi dana",NEGATIVE
Gadis Taurus,5,2024-01-03 08:18:46,Good,POSITIVE
Hendy Kws,5,2024-01-03 08:17:43,ok,NEGATIVE
Jawa Cs,1,2024-01-03 08:17:09,"Kesel saya kenapa ga bisa upgrade dana fremium padahal syarat sudah sesuai yang di arahkan,kalau fhoto ktp dengan sekarang tidak sama wajar karna sudah lama,sudah tambah umur,sekarang uang saya ga bisa di tarik di dana ga bisa juga di tf,sekarang apa ya g harus saya lakukan,bilang nya aplikasi dana itu dompet digital termudah tapi mana buktinya malah bikin puyeng",NEGATIVE
Heriyanto Brw,5,2024-01-03 08:17:02,praktis,NEGATIVE
Iron Man,5,2024-01-03 08:14:47,sangat baik,POSITIVE
Rudy Aripin,2,2024-01-03 08:14:28,500 mb lebih aplikasi nya...🙏🧐,NEUTRAL
Xx Reei,4,2024-01-03 08:13:18,puass,POSITIVE
DANI ABADI,3,2024-01-03 08:13:04,"3 jan 24. DANA yang saya cintai. Saya pengguna setia dana, mohon laporan saya di follow up segera. Karena saya percaya. Uang itu sangat penting buat saya. Please. Pastikan aplikasi DANA, AMAN.",POSITIVE
Muhammad Asad,5,2024-01-03 08:12:14,mantab,POSITIVE
Herman Syach,5,2024-01-03 08:11:12,bagus,POSITIVE
Syahrial Sihombing,2,2024-01-03 08:10:58,"Kenapa sekarang pelayanan Dana semakin memburuk dan makin lambat, dana saya dr 2 hr yg lalu status nya masih d proses truss.. padahal sblm seblm nya cuma 5 jam udh bisa d cairkan ,ini udh masuk hr ke tiga status nya gitu gitu truss.. kecewaa",NEGATIVE
Sovi Adiva,5,2024-01-03 08:10:26,sangat membantu,POSITIVE
Mady Yusuf,5,2024-01-03 08:08:57,ok,NEGATIVE
Andhre An,4,2024-01-03 08:07:44,sangat membantu,POSITIVE
Ruth Chintya,2,2024-01-03 08:06:19,Tolong apknya cepatan dikit knp menginstalnya,NEGATIVE
Wahyu Romadhon,5,2024-01-03 08:05:31,Jos,POSITIVE
Lina Nadyah,1,2024-01-03 08:05:29,Semakin lama semakin tidak jelas nau masuk akun lama aja butuh verifikasi padahal saya tidak pakai verifikasi perangkat dan sering mengalami kesalahan sistem,NEGATIVE
Aris Purwanto,5,2024-01-03 08:05:10,mntan aplikasi ini,NEUTRAL
Terserah Gua,5,2024-01-03 08:04:44,Simpel dan mudah perbanyak cek in koin dong developernya,NEUTRAL
Endrik Kurniawan,5,2024-01-03 08:04:15,mantap,POSITIVE
Evos Alif,5,2024-01-03 08:03:38,Mantap,POSITIVE
